Age;Gender;Education Level;Job Title;Years of Experience;Salary
43;1;3;12;16;160000
40;1;3;12;15;150000
49;1;3;12;22;220000
43;1;3;12;16;160000
41;1;3;12;13;138000
42;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
43;1;3;12;16;162000
50;1;3;12;23;225000
44;1;3;12;17;168000
46;1;3;12;18;180000
41;1;3;12;15;155000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
44;1;3;12;18;182000
51;1;3;12;24;240000
45;1;3;12;19;190000
35;1;3;12;9;112000
43;1;3;12;17;179000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
41;1;3;12;15;157000
48;1;3;12;22;219000
32;1;3;12;9;140000
32;1;3;12;9;140000
32;1;3;12;9;140000
32;1;3;12;9;140000
30;1;3;12;6;100000
31;1;3;12;7;110000
30;0;0;13;3;50000
26;0;0;14;4;60000
26;0;0;14;4;60000
38;0;2;14;10;90000
25;0;2;14;3;50000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
27;0;2;14;3;50000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
42;0;2;14;14;140000
28;0;2;14;4;55000
43;0;2;14;15;150000
43;0;2;14;15;150000
43;0;2;14;15;150000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
28;1;0;14;4;80000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
29;1;0;14;6;95000
26;1;1;14;2;40000
26;1;1;14;2;40000
27;1;1;14;2;40000
27;1;1;14;2;40000
27;1;1;14;2;40000
27;1;1;14;2;40000
26;1;2;14;3;50000
25;1;2;14;3;50000
27;1;2;14;3;50000
27;1;2;14;3;50000
24;1;3;14;1;30000
29;0;0;15;3;60000
29;0;0;15;3;60000
29;0;0;15;3;60000
29;0;0;15;3;60000
29;0;0;15;3;60000
30;0;0;15;4;65000
30;0;0;15;4;65000
30;0;0;15;4;65000
30;0;0;15;4;65000
30;0;0;15;4;65000
29;0;0;15;4;65000
29;0;0;15;4;65000
29;0;0;15;4;65000
29;0;0;15;4;65000
29;0;0;15;4;65000
46;0;3;16;20;220000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
41;0;3;16;16;200000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
46;1;3;16;20;220000
44;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
42;1;3;16;12;170000
36;1;3;16;12;170000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
48;1;3;16;18;210000
50;0;2;17;20;180000
47;1;2;17;20;170000
48;0;2;18;20;180000
27;0;2;18;5;80000
42;0;2;18;13;135000
42;0;2;18;12;120000
42;0;2;18;12;120000
42;0;2;18;12;120000
42;0;2;18;12;120000
27;0;2;18;5;80000
42;0;2;18;13;135000
42;0;2;18;12;120000
42;0;2;18;12;120000
42;0;2;18;12;120000
42;0;2;18;12;120000
31;0;2;18;6;95000
34;0;2;18;9;95000
34;0;2;18;9;95000
34;0;2;18;9;95000
39;0;3;18;13;130000
43;0;3;18;14;140000
44;0;3;18;14;140000
44;0;3;18;13;135000
44;0;3;18;13;135000
44;0;3;18;13;135000
43;0;3;18;14;140000
44;0;3;18;14;140000
44;0;3;18;13;135000
44;0;3;18;13;135000
44;0;3;18;13;135000
40;0;3;18;13;125000
40;0;3;18;13;125000
45;1;2;18;14;140000
45;1;2;18;14;140000
39;1;2;18;12;120000
34;1;2;18;10;105000
31;1;2;18;7;90000
32;1;2;18;6;95000
34;1;2;18;10;105000
31;1;2;18;7;90000
32;1;2;18;6;95000
33;1;3;18;9;120000
42;1;3;18;16;140000
46;1;3;18;15;150000
40;1;3;18;13;135000
37;1;3;18;12;120000
45;1;3;18;13;135000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
46;1;3;18;15;150000
40;1;3;18;13;135000
37;1;3;18;12;120000
45;1;3;18;13;135000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
45;1;3;18;14;140000
37;1;3;18;11;115000
33;1;3;18;8;95000
34;1;3;18;9;95000
42;1;3;18;14;130000
33;1;3;18;8;95000
34;1;3;18;9;95000
42;1;3;18;14;130000
49;0;2;19;21;180000
51;0;2;20;21;190000
51;0;3;20;23;185000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
32;0;0;21;8;80000
33;0;0;21;8;80000
33;0;0;21;8;80000
33;0;0;21;8;80000
45;0;2;21;16;180000
49;0;2;21;21;180000
47;0;2;21;20;180000
49;0;2;21;21;180000
39;0;2;21;10;100000
42;0;2;21;13;130000
45;0;2;21;16;160000
41;0;2;21;12;120000
46;0;2;21;17;170000
42;0;2;21;13;130000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
35;0;3;21;12;170000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
28;0;3;21;6;105000
48;0;3;21;19;190000
48;0;3;21;19;190000
49;0;3;21;20;200000
49;0;3;21;20;200000
49;0;3;21;20;200000
49;0;3;21;20;200000
53;1;2;21;25;180000
48;1;2;21;19;170000
47;1;2;21;19;170000
47;1;2;21;19;170000
48;1;2;21;21;180000
43;1;2;21;18;170000
48;1;2;21;21;180000
43;1;2;21;18;170000
42;1;2;21;13;130000
38;1;2;21;9;95000
48;1;2;21;18;180000
38;1;2;21;9;95000
41;1;2;21;12;120000
38;1;2;21;9;95000
45;1;2;21;14;140000
45;1;2;21;15;150000
46;1;2;21;16;160000
46;1;2;21;16;160000
46;1;2;21;16;160000
46;1;2;21;16;160000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
34;1;3;21;12;170000
51;0;2;22;23;170000
50;0;2;22;21;160000
49;0;2;22;21;180000
50;0;3;22;22;180000
50;0;3;22;22;180000
46;1;2;22;20;170000
47;1;2;22;20;170000
47;1;2;22;19;170000
47;1;2;22;19;170000
43;1;2;22;19;170000
49;1;3;22;21;180000
50;0;3;23;22;180000
40;0;0;24;12;60000
31;0;0;24;5;45000
34;0;2;25;10;95000
36;0;0;26;11;150000
37;0;0;26;12;160000
28;0;2;26;4;80000
35;1;0;26;6;65000
28;1;0;26;4;80000
28;1;0;26;4;80000
28;1;0;26;4;80000
28;1;0;26;4;80000
28;1;0;26;4;80000
25;1;0;26;1;55000
25;1;0;26;1;55000
25;1;0;26;1;55000
25;1;0;26;1;55000
25;1;0;26;1;55000
24;1;0;26;1;55000
24;1;0;26;1;55000
24;1;0;26;1;55000
24;1;0;26;1;55000
24;1;0;26;1;55000
36;1;0;26;11;150000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
31;1;2;26;6;100000
31;1;2;26;6;100000
31;1;2;26;6;100000
31;1;2;26;6;100000
31;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
30;1;2;26;6;100000
28;1;2;26;4;90000
28;1;2;26;4;90000
28;1;2;26;4;90000
29;1;2;26;5;95000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;15;200000
39;0;0;27;16;210000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;15;200000
39;0;0;27;16;210000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;15;200000
39;0;0;27;16;210000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
39;0;0;27;16;200000
40;0;0;27;15;210000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
40;0;0;27;16;215000
34;0;0;27;5;70000
38;0;0;27;10;100000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
39;0;0;27;10;100000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
29;0;0;27;4;55000
40;0;0;27;11;110000
30;0;0;27;4;55000
30;0;0;27;4;55000
30;0;0;27;4;55000
30;0;0;27;4;55000
31;0;1;27;4;60000
26;0;1;27;3;45000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
31;0;2;27;7;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
32;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
31;0;2;27;8;120000
45;0;3;27;12;120000
33;0;3;27;5;70000
33;0;3;27;6;75000
45;1;0;27;21;250000
41;1;0;27;12;120000
41;1;0;27;12;120000
41;1;0;27;12;120000
42;1;0;27;13;130000
42;1;0;27;13;130000
42;1;0;27;13;130000
42;1;0;27;13;130000
27;1;1;27;4;60000
26;1;1;27;3;45000
27;1;1;27;3;45000
41;1;2;27;13;140000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
30;1;2;27;7;120000
42;1;2;27;13;130000
30;0;0;28;2;75000
33;0;0;28;5;105000
23;0;0;28;1;55000
28;0;0;28;2;70000
28;0;0;28;3;80000
24;0;0;28;1;55000
28;0;0;28;3;80000
29;0;0;28;3;85000
23;0;0;28;1;55000
24;0;0;28;1;55000
28;0;0;28;3;80000
28;0;0;28;3;80000
24;0;0;28;1;55000
28;0;0;28;3;80000
25;0;0;28;1;55000
25;0;0;28;1;55000
25;0;0;28;1;55000
25;0;0;28;1;55000
25;0;0;28;1;55000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;55000
28;0;0;28;2;65000
25;0;0;28;1;550
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
31;0;0;28;6;110000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
29;0;0;28;4;90000
28;0;0;28;2;55000
31;0;0;28;6;110000
29;0;0;28;4;90000
29;0;0;28;4;90000
31;0;0;28;6;110000
29;0;0;28;4;90000
29;0;0;28;4;90000
24;0;0;28;1;51265
24;0;0;28;1;51265
26;0;2;28;1;55000
26;0;2;28;1;55000
26;0;2;28;1;55000
26;0;2;28;1;55000
26;0;2;28;1;55000
26;0;2;28;1;55000
30;0;2;28;4;90000
31;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
30;0;2;28;5;105000
27;0;2;28;5;78354
27;0;2;28;5;78354
33;0;2;28;10;119419
26;0;2;28;3;72649
27;0;2;28;4;75969
26;0;2;28;4;76898
33;0;2;28;9;119918
26;0;2;28;3;73218
26;0;2;28;2;65840
26;0;2;28;2;65840
33;0;2;28;9;119918
26;0;2;28;3;73218
26;0;2;28;2;65840
26;0;2;28;2;65840
33;0;2;28;9;119918
26;0;2;28;3;73218
33;0;2;28;9;121120
33;0;2;28;9;121432
25;1;0;28;1;60000
26;1;0;28;2;70000
24;1;0;28;1;60000
29;1;0;28;3;80000
26;1;0;28;2;70000
23;1;0;28;1;55000
23;1;0;28;1;55000
27;1;0;28;3;80000
28;1;0;28;2;70000
27;1;0;28;3;80000
24;1;0;28;1;60000
26;1;0;28;2;70000
27;1;0;28;2;70000
25;1;0;28;1;60000
24;1;0;28;1;60000
28;1;0;28;2;70000
27;1;0;28;3;80000
27;1;0;28;2;70000
29;1;0;28;3;80000
27;1;0;28;3;80000
27;1;0;28;2;70000
25;1;0;28;1;55000
24;1;0;28;1;60000
28;1;0;28;2;70000
27;1;0;28;3;80000
27;1;0;28;2;70000
27;1;0;28;2;70000
28;1;0;28;2;70000
27;1;0;28;3;80000
28;1;0;28;2;70000
27;1;0;28;3;80000
28;1;0;28;2;70000
27;1;0;28;3;80000
27;1;0;28;2;70000
28;1;0;28;2;70000
34;1;0;28;5;95000
23;1;0;28;1;55000
27;1;0;28;2;70000
28;1;0;28;2;70000
27;1;0;28;3;80000
24;1;0;28;1;55000
27;1;0;28;3;80000
27;1;0;28;2;70000
28;1;0;28;2;70000
27;1;0;28;3;80000
28;1;0;28;2;70000
27;1;0;28;3;80000
27;1;0;28;2;70000
24;1;0;28;1;55000
27;1;0;28;3;80000
27;1;0;28;2;70000
28;1;0;28;2;70000
27;1;0;28;3;80000
28;1;0;28;2;70000
27;1;0;28;3;80000
36;1;0;28;7;120000
32;1;0;28;6;110000
33;1;0;28;6;110000
32;1;0;28;6;110000
33;1;0;28;6;110000
32;1;0;28;6;110000
33;1;0;28;6;110000
32;1;0;28;6;110000
33;1;0;28;6;110000
32;1;0;28;6;110000
33;1;0;28;6;110000
32;1;0;28;6;110000
33;1;0;28;6;110000
31;1;0;28;6;115000
29;1;0;28;5;105000
29;1;0;28;4;90000
28;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
27;1;0;28;2;65000
22;1;0;28;1;50000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
48;1;0;28;23;173851
48;1;0;28;23;173851
36;1;0;28;14;139095
35;1;0;28;10;128712
38;1;0;28;11;136285
31;1;0;28;7;103282
35;1;0;28;9;125091
25;1;0;28;2;50000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
36;1;0;28;12;137878
35;1;0;28;10;128999
38;1;0;28;11;136662
38;1;0;28;11;136062
38;1;0;28;11;136062
36;1;0;28;12;137878
35;1;0;28;10;128999
38;1;0;28;11;136662
38;1;0;28;11;136062
38;1;0;28;11;136062
36;1;0;28;12;137878
35;1;0;28;10;128999
38;1;0;28;11;136662
26;1;0;28;3;67556
33;1;0;28;9;117904
29;1;0;28;3;70000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;3;70000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
29;1;0;28;4;80000
23;1;1;28;1;47898
34;1;2;28;9;150000
30;1;2;28;5;105000
34;1;2;28;9;150000
41;1;2;28;13;127346
28;1;2;28;5;76742
36;1;2;28;8;106492
30;1;2;28;8;107895
41;1;2;28;13;127346
28;1;2;28;5;76742
36;1;2;28;8;106492
30;1;2;28;8;107895
26;1;2;28;4;75656
30;1;2;28;6;99363
49;1;2;28;24;174726
26;1;2;28;3;73640
26;1;2;28;3;73640
26;1;2;28;3;73640
23;2;1;28;2;62852
23;2;1;28;2;62852
35;0;0;29;8;145000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
33;0;0;29;6;115000
34;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
30;0;0;29;5;100000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
30;0;0;29;5;100000
33;0;0;29;7;130000
33;0;0;29;6;115000
33;0;0;29;7;130000
33;0;0;29;6;115000
34;0;0;29;8;122485
37;0;0;29;10;149217
27;0;0;29;4;73895
34;0;0;29;8;122485
37;0;0;29;10;149217
27;0;0;29;4;73895
33;0;0;29;9;133326
29;0;0;29;6;103579
33;0;0;29;8;124071
29;0;0;29;6;103579
33;0;0;29;8;124071
29;0;0;29;6;103579
33;0;0;29;8;124071
29;0;0;29;6;91903
31;0;0;29;7;108204
29;0;0;29;6;100358
27;0;2;29;3;100000
36;0;2;29;8;140000
27;0;2;29;3;95000
32;0;2;29;5;120000
27;0;2;29;3;100000
28;0;2;29;4;110000
32;0;2;29;5;120000
32;0;2;29;6;130000
36;0;2;29;8;140000
27;0;2;29;3;100000
28;0;2;29;4;110000
27;0;2;29;3;100000
28;0;2;29;4;110000
28;0;2;29;4;110000
33;0;2;29;5;120000
27;0;2;29;3;100000
28;0;2;29;4;110000
27;0;2;29;3;100000
27;0;2;29;3;100000
27;0;2;29;3;100000
34;0;2;29;7;130000
33;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
35;0;2;29;8;140000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
32;0;2;29;6;115000
34;0;2;29;10;163398
35;0;2;29;10;152039
28;0;2;29;7;115920
29;0;2;29;4;104702
57;0;2;29;33;188232
31;0;2;29;6;101186
34;0;2;29;10;163398
35;0;2;29;10;152039
28;0;2;29;7;115920
29;0;2;29;4;104702
57;0;2;29;33;188232
31;0;2;29;6;101186
35;0;2;29;10;151901
50;0;2;29;25;192344
42;0;2;29;14;163558
33;0;2;29;8;122581
30;0;2;29;5;102465
33;0;2;29;9;136533
29;0;2;29;5;102868
32;0;2;29;8;123781
33;0;2;29;11;129686
35;0;2;29;11;151078
50;0;2;29;24;192756
42;0;2;29;14;163978
33;0;2;29;8;122970
30;0;2;29;5;102828
33;0;2;29;9;136986
30;0;2;29;6;110707
33;0;2;29;9;135596
30;0;2;29;6;110707
33;0;2;29;9;135596
35;0;2;29;11;151078
50;0;2;29;24;192756
42;0;2;29;14;163978
33;0;2;29;8;122970
30;0;2;29;5;102828
33;0;2;29;9;136986
30;0;2;29;6;110707
33;0;2;29;9;135596
30;0;2;29;6;110707
33;0;2;29;9;135596
35;0;2;29;11;151078
50;0;2;29;24;192756
42;0;2;29;14;163978
33;0;2;29;8;122970
30;0;2;29;5;102828
33;0;2;29;9;136986
27;0;2;29;4;83577
36;0;2;29;13;144647
31;0;2;29;7;108799
28;0;2;29;4;82697
47;0;3;29;12;175000
57;0;3;29;30;121450
29;0;3;29;5;98568
57;0;3;29;30;121450
29;0;3;29;5;98568
32;1;0;29;5;115000
23;1;0;29;1;55000
29;1;0;29;3;90000
32;1;0;29;5;120000
33;1;0;29;7;130000
35;1;0;29;8;145000
35;1;0;29;8;145000
35;1;0;29;8;145000
35;1;0;29;8;145000
35;1;0;29;8;145000
35;1;0;29;8;145000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
31;1;0;29;6;115000
29;1;0;29;4;90000
33;1;0;29;7;130000
29;1;0;29;4;90000
49;1;0;29;22;181132
49;1;0;29;22;181132
28;1;0;29;5;84407
54;1;0;29;25;179987
43;1;0;29;17;149198
36;1;0;29;13;143885
54;1;0;29;27;183417
28;1;0;29;4;77606
54;1;0;29;25;179756
28;1;0;29;4;77606
54;1;0;29;25;179756
28;1;0;29;4;77606
54;1;0;29;25;179756
43;1;0;29;19;152726
26;1;0;29;4;79652
43;1;0;29;18;152560
31;1;2;29;6;130000
34;1;2;29;6;125000
34;1;2;29;7;140000
31;1;2;29;7;140000
33;1;2;29;6;130000
31;1;2;29;7;140000
36;1;2;29;8;140000
32;1;2;29;6;120000
36;1;2;29;7;130000
31;1;2;29;7;140000
33;1;2;29;6;130000
31;1;2;29;7;140000
32;1;2;29;7;135000
33;1;2;29;6;130000
31;1;2;29;7;140000
31;1;2;29;7;140000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
30;1;2;29;5;105000
34;1;2;29;12;160976
30;1;2;29;6;105725
43;1;2;29;17;155414
26;1;2;29;4;102859
34;1;2;29;12;160976
30;1;2;29;6;105725
43;1;2;29;17;155414
26;1;2;29;4;102859
28;1;2;29;4;90452
35;1;2;29;9;130275
36;1;2;29;11;137775
43;1;2;29;20;167207
38;1;2;29;15;170995
26;1;2;29;4;89843
36;1;2;29;13;146351
26;1;2;29;4;90944
42;1;2;29;19;176643
44;1;2;29;21;168906
26;1;2;29;4;85825
